# strongs	hebrew	transliteration
0694	אֲרַב	'Arab
0695	אֶרֶב	'ereb
0696	אֹרֶב	'oreb
0697	אַרְבֶּה	'arbeh
0698	אָרְבָּה	'orobah
0699	אֲרֻבָּה	'arubbah
0700	אֲרֻבּוֹת	'Arubbowth
0701	אַרְבִּי	'Arbiy
0702	אַרְבַּע	'arba`
0703	אַרְבַּע	'arba`
0704	אַרְבַּע	'Arba`
0705	אַרְבָּעִים	'arba`iym
0706	אַרְבַּעְתַּיִם	'arba`tayim
0707	אָרַג	'arag
0708	אֶרֶג	'ereg
0709	אַרְגֹּב	'Argob
0710	אַרְגְּוָן	'arg@van
0711	אַרְגְּוָן	'arg@van
0712	אַרְגַּז	'argaz
0713	אַרְגָּמָן	'argaman
0714	אַרְדְּ	`Ard
0715	אַרְדּוֹן	'Ardown
0716	אַרְדִּי	'Ardiy
0717	אָרָה	'arah
0718	אֲרוּ	'aruw
0719	אַרְוַד	'Arvad
0720	אֲרוֹד	'Arowd
0721	אַרְוָדִי	'Arvadiy
0722	אֲרוֹדִי	'Arowdiy
0723	אֻרְוָה	'urvah
0724	אֲרוּכָה	'aruwkah
0725	אֲרוּמָה	'Aruwmah
0726	אֲרַמִּי	'Arowmiy
0727	אֲרוֹן	'arown
0728	אֲרַוְנָה	'Aravnah
0729	אָרוּז	'araz
0730	אֶרֶז	'erez
0731	אַרְזָה	'arzah
0732	אָרַח	'arach
0733	אָרַח	'Arach
0734	אֹרַח	'orach
0735	אֹרְחָה	'orach
0736	אֹרְחָה	'or@chah
0737	אֲרֻחָה	'aruchah
0738	אַרִי	'ariy
0739	אֲרִיאֵל	'ariy'el
0740	אֲרִיאֵל	'Ari'el
0741	אֲרִיאֵל	'ari'eyl
0742	אֲרִדַי	'Ariyday
0743	אֲרִידָתָא	'Ariydatha'
0744	אַרְיֵה	'aryeh
0745	אַרְיֵה	'Aryeh
0746	אַרְיוֹךְ	'Aryowk
0747	אֲרִיסַי	'Ariycay
0748	אָרַךְ	'arak
0749	אֲרִיךְ	'arak
0750	אָרֵךְ	'arek
0751	אֶרֶךְ	'Erek
0752	אָרֹךְ	'arok
0753	אֹרֶךְ	'orek
0754	אַרְכָּא	'arka'
0755	אַרְכֻּבָּא	'arkubah
0756	אַרְכְּוָי	'Ark@vay
0757	אַרְכִּי	'Arkiy
0758	אֲרַם	'Aram
0759	אַרְמוֹן	'armown
0760	אֲרַם	<A CLASS="u">&#x05E6;&#xFB4B;&#x05D1;&#x05B8;&#x05D4;</A> 'Aram Tsobah
0761	אֲרַמִּי	'Arammiy
0762	אֲרָמִית	'Aramiyth
0763	אֲרַם	<A CLASS="u">&#x05E0;&#x05B7;&#x05D4;&#x05B2;&#x05E8;&#x05B7;&#x05D9;&#x05B4;&#x05DD;</A> 'Aram Naharayim
0764	אַרְמֹנִי	'Armoniy
0765	אֲרָן	'Aran
0766	אֹרֶן	'oren
0767	אֹרֶן	'Oren
0768	אַרְנֶבֶת	'arnebeth
0769	אַרְנוֹן	'Arnown
0770	אַרְנָן	'Arnan
0771	אָרְנָן	'Ornan
0772	אֲרַע	'ara`
0773	אַרְעִי	'ar`iyth
0774	אַרְפַּד	'Arpad
0775	אַרְפַּכְשַׁד	'Arpakshad
0776	אֶרֶץ	'erets
0777	אַרְצָא	'artsa'
0778	אֲרַק	'araq
0779	אָרַר	'arar
0780	אֲרָרַט	'Ararat
0781	אָרַשׂ	'aras
0782	אֲרֶשֶׁת	'aresheth
0783	אַרְתַּחשַׁשְׂתָּא	'Artachshashta'
0784	אֵשׁ	'esh
0785	אֶשָּׁא	'esh
0786	אִשׁ	'ish
0787	אֻשָּׁא	'osh
0788	אַשְׁבֵּל	'Ashbel
0789	אַשְׁבֵּלִי	'Ashbeliy
0790	אֶשְׁבָּן	'Eshban
0791	אַשְׁבֵּעַ	'Ashbea`
0792	אֶשְׁבַּעַל	'Eshba`al
0793	אֶשֶׁד	'eshed
0794	אֲשֵׁדָה	'ashedah
0795	אַשְׁדּוֹד	'Ashdowd
0796	אַשְׁדּוֹדִי	'Ashdowdiy
0797	אַשְׁדּוֹדִית	'Ashdowdiyth
0798	אַשְׁדֹּת	<A CLASS="u">&#x05D4;&#x05B7;&#x05E4;&#x05BC;&#x05B4;&#x05E1;&#x05B0;&#x05D2;&#x05BC;&#x05B8;&#x05D4;</A> 'Ashdowth hap-Picgah
0799	אֵשְׁדָּת	'eshdath
0800	אֶשָּׁה	'eshshah
0801	אִשֶּׁה	'ishshah
0802	אִשָּׁה	'ishshah
0803	אָשְׁיָה	'ashuwyah
0804	אַשּׁוּר	'Ashshuwr
0805	אֲשׁוּרִי	'Ashuwriy
0806	אַשְׁחוּר	'Ashchuwr
0807	אֲשִׁימָא	'Ashiyma'
0808	אֲשִׁישׁ	'ashiysh
0809	אֲשִׁישָׁה	'ashiyshah
0810	אֶשֶׁךְ	'eshek
0811	אֶשְׁכּוֹל	'eshkowl
0812	אֶשְׁכֹּל	'Eshkol
0813	אַשְׁכֲּנַז	'Ashk@naz
0814	אֶשְׁכָּר	'eshkar
0815	אֶשֶׁל	'eshel
0816	אָשַׁם	'asham
0817	אָשָׁם	'asham
0818	אָשֵׁם	'ashem
0819	אַשְׁמָה	'ashmah
0820	אַשְׁמַן	'ashman
0821	אַשְׁמֻרָה	'ashmurah
0822	אֶשְׁנָב	'eshnab
0823	אַשְׁנָה	'Ashnah
0824	אֶשְׁעָן	'Esh`an
0825	אַשָּׁף	'ashshaph
0826	אָשַׁף	'ashshaph
0827	אַשְׁפָּה	'ashpah
0828	אַשְׁפְּנַז	'Ashp@naz
0829	אֶשְׁפָּר	'eshpar
0830	אַשְׁפֹּת	'ashpoth
0831	אַשְׁקְלוֹן	'Ashq@lown
0832	אֶשְׁקְלוֹנִי	'Eshq@lowniy
0833	אָשַׁר	'ashar
0834	אֲשֶׁר	'asher
0835	אֶשֶׁר	'esher
0836	אָשֵׁר	'Asher
0837	אֹשֶׁר	'osher
0838	אָשֻׁר	'ashur
0839	אָשׁוּר	'ashur
0840	אֲשַׂרְאֵל	'Asar'el
0841	אֲשַׂרְאֵלָה	'Asar'elah
0842	אֲשֵׁרָה	'asherah
0843	אָשֵׁרִי	'Asheriy
0844	אַשְׂרִיאֵל	'Asriy'el
0845	אַשְׂרִאֵלִי	'Asri'eliy
0846	ֻאֻשַּׁרְנָא	'ushsharna'
0847	אֶשְׁתָּאֹל	'Eshta'ol
0848	אֶשְׁתָּאֻלִי	'Eshta'uliy
0849	אֶשְׁתַּדּוּר	'eshtadduwr
0850	אֶשְׁתּוֹן	'Eshtown
0851	אֶשְׁתְּמֹעַ	'Esht@moa`
0852	אָת	'ath
0853	אֵת	'eth
0854	אֵת	'eth
0855	אֵת	'eth
0856	אֶתְבַּעַל	'Ethba`al
0857	אָתָה	'athah
0858	אָתָה	'athah
0859	אַתָּה	'attah
0860	אָתוֹן	'athown
0861	אַתּוּן	'attuwn
0862	אַתוּק	'attuwq
0863	אִתַּי	'Ittay
0864	אֵתָם	'Etham
0865	אֶתְמוֹל	'ethmowl
0866	אֶתְנָה	'ethnah
0867	אֶתְנִי	'Ethniy
0868	אֶתְנַן	'ethnan
0869	אֶתְנָן	'Ethnan
0870	אֲתַר	'athar
0871	אֲתָרִים	'Athariym
0872	בִּאָה	b@'ah
0873	בִּאישׁ	bi'uwsh
0874	בָּאַר	ba'ar
0875	בְּאֵר	b@'er
0876	בְּאֵר	B@'er
0877	בֹּאר	bo'r
0878	בְּאֵרָא	B@'era'
0879	בְּאֵר	<A CLASS="u">&#x05D0;&#x05B5;&#x05D9;&#x05DC;&#x05B4;&#x05D9;&#x05DD;</A> B@'er 'Eliym
0880	בְּאֵרָה	B@'erah
0881	בְּאֵרוֹת	B@'erowth
0882	בְּאֵרִי	B@'eriy
0883	בְּאֵר	<A CLASS="u">&#x05DC;&#x05B7;&#x05D7;&#x05B7;&#x05D9;</A> <A CLASS="u">&#x05E8;&#x05B9;&#x05D0;&#x05B4;&#x05D9;</A> B@'er la-Chay Ro'iy
0884	בְּאֵר־שֶׁבַע	B@'er Sheba`
0885	בְּאֵרֹת	<A CLASS="u">&#x05D1;&#x05BC;&#x05B0;&#x05E0;&#x05B5;&#x05D9;&#x05BE;&#x05D9;&#x05B7;&#x05E2;&#x05B2;&#x05E7;&#x05B8;&#x05DF;</A> B@eroth B@ney-Ya`aqan
0886	בְּאֵרֹתִי	B@'erothiy
0887	בָּאַשׁ	ba'ash
0888	בְּאֵשׁ	b@'esh
0889	בְּאֹשׁ	b@'osh
0890	בָּאְשָׁה	bo'shah
0891	בְּאוּשִׁים	b@'ushiym
0892	בָּבָה	babah
0893	בֵּבַי	Bebay
0894	בָּבֶל	Babel
0895	בָּבֶל	Babel
0896	בָּבְלָי	Babliy
0897	בַּג	bag
0898	בּגד	bagad
0899	בֶּגֶד	beged
0900	בֹּגְדוֹת	bog@dowth
0901	בָּגוֹד	bagowd
0902	בִּגְוַי	Bigvay
0903	בִּגְתָא	Bigtha'
0904	בִּגְתָן	Bigthan
0905	בַּד	bad
0906	בַּד	bad
0907	בַּד	bad
0908	בָּדָא	bada'
0909	בָּדַד	badad
0910	בָּדָד	badad
0911	בְּדַד	B@dad
0912	בֵּדְיָה	Bed@yeah
0913	בְּדִיל	b@diyl
0914	בָּדַל	badal
0915	בָּדָל	badal
0916	בְּדֹלַח	b@dolach
0917	בְּדָן	B@dan
0918	בּדק	badaq
0919	בֶּדֶק	bedeq
0920	בִּדְקַר	Bidqar
0921	בְּדַר	b@dar
0922	בֹּהוּ	bohuw
0923	בַּהַט	behat
0924	בּהִילוּ	b@hiyluw
0925	בָּהִיר	bahiyr
0926	בּהל	bahal
0927	בְּהַל	b@hal
0928	בֶּהָלָה	behalah
0929	בְּהֵמָה	b@hemah
0930	בְּהֵמוֹת	b@hemowth
0931	בֹּהֶן	bohen
0932	בֹּהַן	Bohan
0933	בֹּהַק	bohaq
0934	בַּהֶרֶת	bohereth
0935	בּוֹא	bow'
0936	בּוּז	buwz
0937	בּוּז	buwz
0938	בּוּז	Buwz
0939	בּוּזָה	buwzah
0940	בּוּזִי	Buwziy
0941	בּוּזִי	Buwziy
0942	בַּוַּי	Bavvay
0943	בּוּךְ	buwk
0944	בּוּל	buwl
0945	בּוּל	Buwl
0946	בּוּנָה	Buwnah
0947	בּוּס	buwc
0948	בּוּץ	buwts
0949	בּוֹצֵץ	Bowtsets
0950	בּוּקָה	buwqah
0951	בּוֹקֵר	bowker
0952	בּוּר	buwr
0953	בּוֹר	bowr
0954	בּושׁ	buwsh
0955	בּוּשָׁה	buwshah
0956	בּוּת	buwth
0957	בַּז	baz
0958	בָּזָא	baza'
0959	בָּזָה	bazah
0960	בַּזֹה	bazoh
0961	בִּזָּה	bizzah
0962	בָּזַז	bazaz
0963	בִּזָּיוֹן	bizzayown
0964	בִּזְיוֹתְיָה	bizyowth@yah
0965	בָּזָק	bazaq
0966	בֶּזֶק	Bezeq
0967	בָּזַר	bazar
0968	בִּזְּתָא	Biztha'
0969	בָּחוֹן	bachown'
0970	בָּחוּר	bachuwr
0971	בַּחוּן	bachiyn
0972	בָּחִיר	bachiyr
0973	בָּחַל	bachal
0974	בָּחַן	bachan
0975	בַּחַן	bachan
0976	בֹּחַן	bochan
0977	בָּחַר	bachar
0978	בַּחֲרוּמִי	Bacharuwmiy
0979	בְּחֻרוֹת	b@churowth
0980	בַּחֻרִים	Bachuriym
0981	בָּטָא	bata'
0982	בָּטַח	batach
0983	בֶּטַח	betach
0984	בֶּטַח	Betach
0985	בִּטְחָה	bitchah
0986	בִּטָּחוֹן	bittachown
0987	בַּטֻּחוֹת	battuchowth
0988	בַּטֵל	batel
0989	בְּטַל	b@tel
0990	בֶּטֶן	beten
0991	בֶּטֶן	Beten
0992	בֹּטֶן	boten
0993	בְּטֹנִים	B@toniym
0994	בִּי	biy
0995	בִּין	biyn
0996	בַּיִן	beyn
0997	בֵּין	beyn
0998	בִּינָה	biynah
0999	בִּינָה	biynah
1000	בֵּיצָה	beytsah
1001	בִּירָה	biyra'
1002	בִּירָה	biyrah
1003	בִּירָנִית	biyraniyth
1004	בַּיִת	bayith
1005	בַּיִת	bayith
1006	בַּיִת	Bayith
1007	בֵּית	<A CLASS="u">&#x05D0;&#x05B8;&#x05D5;&#x05B6;&#x05DF;</A> Beyth 'Aven
1008	בֵּית־אֵל	Beyth-'El
1009	בֵּית	<A CLASS="u">&#x05D0;&#x05B7;&#x05E8;&#x05B0;&#x05D1;&#x05B5;&#x05D0;&#x05DC;</A> Beyth 'Arbe'l
1010	בֵּית	<A CLASS="u">&#x05D1;&#x05BC;&#x05B7;&#x05E2;&#x05B7;&#x05DC;</A> <A CLASS="u">&#x05DE;&#x05B0;&#x05E2;&#xFB4B;&#x05DF;</A> Beyth Ba`al M@`own
1011	בֵּית	<A CLASS="u">&#x05D1;&#x05BC;&#x05B4;&#x05E8;&#x05B0;&#x05D0;&#x05B4;&#x05D9;</A> Beyth Bir`iy
1012	בֵּית	<A CLASS="u">&#x05D1;&#x05BC;&#x05B8;&#x05E8;&#x05B8;&#x05D4;</A> Beyth Barah
1013	בֵּית־גָּדֵר	Beyth-Gader
1014	בֵּית	<A CLASS="u">&#x05D2;&#x05BC;&#x05B8;&#x05DE;&#x05D5;&#x05BC;&#x05DC;</A> Beyth Gamuwl
1015	בֵּית	<A CLASS="u">&#x05D3;&#x05BC;&#x05B4;&#x05D1;&#x05B0;&#x05DC;&#x05B8;&#x05EA;&#x05B8;&#x05D9;&#x05B4;&#x05DD;</A> Beyth Diblathayim
1016	בֵּית־דָּגוֹן	Beyth-Dagown
1017	בֵּית	<A CLASS="u">&#x05D4;&#x05B8;&#x05D0;&#x05B1;&#x05DC;&#x05B4;&#x05D9;</A> Beyth ha-'Eliy
1018	בֵּית	<A CLASS="u">&#x05D4;&#x05B8;&#x05D0;&#x05B5;&#x05E6;&#x05B6;&#x05DC;</A> Beyth ha-'etsel
1019	בֵּית	<A CLASS="u">&#x05D4;&#x05B7;&#x05D2;&#x05BC;&#x05B4;&#x05DC;&#x05B0;&#x05D2;&#x05BC;&#x05B8;&#x05DC;</A> Beyth hag-Gilgal
1020	בֵּית	<A CLASS="u">&#x05D4;&#x05B7;&#x05D9;&#x05B0;&#x05E9;&#x05C1;&#x05B4;&#x05DE;&#xFB4B;&#x05EA;</A> Beyth ha-Y@shiymowth
1021	בֵּית	<A CLASS="u">&#x05D4;&#x05B7;&#x05DB;&#x05BC;&#x05B6;&#x05E8;&#x05B6;&#x05DD;</A> Beyth hak-Kerem
1022	בֵּית	<A CLASS="u">&#x05D4;&#x05B7;&#x05DC;&#x05BC;&#x05B7;&#x05D7;&#x05B0;&#x05DE;&#x05B4;&#x05D9;</A> Beyth hal-Lachmiy
1023	בּית	<A CLASS="u">&#x05D4;&#x05B7;&#x05DE;&#x05BC;&#x05B6;&#x05E8;&#x05B0;&#x05D7;&#x05B8;&#x05E7;</A> Beyth ham-Merchaq
1024	בֵּית־הַמַּרְכָּבוֹת	Beyth ham-Markabowth
1025	בֵּית	<A CLASS="u">&#x05D4;&#x05B8;&#x05E2;&#x05B5;&#x05DE;&#x05B6;&#x05E7;</A> Beyth ha-`Emeq
1026	בֵּית	<A CLASS="u">&#x05D4;&#x05B8;&#x05E2;&#x05B2;&#x05E8;&#x05B8;&#x05D1;&#x05B8;&#x05D4;</A> Beyth ha-`Arabah
1027	בֵּית	<A CLASS="u">&#x05D4;&#x05B8;&#x05E8;&#x05B8;&#x05DD;</A> Beyth ha-Ram
1028	בֵּית	<A CLASS="u">&#x05D4;&#x05B8;&#x05E8;&#x05B8;&#x05DF;</A> Beyth ha-Ran
1029	בֵּית	<A CLASS="u">&#x05D4;&#x05B7;&#x05E9;&#x05C1;&#x05BC;&#x05B4;&#x05D8;&#x05BC;&#x05B8;&#x05D4;</A> Beyth hash-Shittah
1030	בֵּית־הַשִּׁמְשִׁי	Beyth hash-Shimshiy
1031	בֵּית־חָגְלָה	Beyth Choglah
1032	בֵּית	<A CLASS="u">&#x05D7;&#xFB4B;&#x05E8;&#xFB4B;&#x05DF;</A> Beyth Chowrown
1033	בֵּית	<A CLASS="u">&#x05DB;&#x05BC;&#x05B8;&#x05E8;</A> Beyth Kar
1034	בֵּית	<A CLASS="u">&#x05DC;&#x05B0;&#x05D1;&#x05B8;&#x05D0;&#xFB4B;&#x05EA;</A> Beyth L@ba'owth
1035	בֵּית	<A CLASS="u">&#x05DC;&#x05B6;&#x05D7;&#x05B6;&#x05DD;</A> Beyth Lechem
1036	בֵּית	<A CLASS="u">&#x05DC;&#x05B0;&#x05E2;&#x05B7;&#x05E4;&#x05B0;&#x05E8;&#x05B8;&#x05D4;</A> Beyth l@-`Aphrah
1037	בֵּית	<A CLASS="u">&#x05DE;&#x05B4;&#x05DC;&#x05BC;&#xFB4B;&#x05D0;</A> Beyth Millow'
1038	בֵּית	<A CLASS="u">&#x05DE;&#x05B7;&#x05E2;&#x05B2;&#x05DB;&#x05B8;&#x05D4;</A> Beyth Ma`akah
1039	בֵּית	<A CLASS="u">&#x05E0;&#x05B4;&#x05DE;&#x05B0;&#x05E8;&#x05B8;&#x05D4;</A> Beyth Nimrah
1040	בֵּית	<A CLASS="u">&#x05E2;&#x05B6;&#x05D3;&#x05B6;&#x05DF;</A> Beyth `Eden
1041	בֵּית־עַזְמָוֶת	Beyth `Azmaveth
1042	בֵּית־עֲנוֹת	Beyth `Anowth
1043	בֵּית־עֲנָת	Beyth `Anath
1044	בֵּית־עֵקֶד	Beyth `Eqed
1045	בֵּית	<A CLASS="u">&#x05E2;&#x05B7;&#x05E9;&#x05C1;&#x05B0;&#x05EA;&#x05BC;&#x05B8;&#x05E8;&#xFB4B;&#x05EA;</A> Beyth `Ashtarowth
1046	בֵּית	<A CLASS="u">&#x05E4;&#x05BC;&#x05B6;&#x05DC;&#x05B6;&#x05D8;</A> Beyth Pelet
1047	בֵּית	<A CLASS="u">&#x05E4;&#x05BC;&#x05B0;&#x05E2;&#xFB4B;&#x05E8;</A> Beyth P@`owr
1048	בֵּית	<A CLASS="u">&#x05E4;&#x05BC;&#x05B7;&#x05E6;&#x05BC;&#x05B5;&#x05E5;</A> Beyth Patstsets
1049	בֵּית־צוּר	Beyth Tsuwr
1050	בֵּית	<A CLASS="u">&#x05E8;&#x05B0;&#x05D7;&#xFB4B;&#x05D1;</A> Beyth R@chowb
1051	בֵּית	<A CLASS="u">&#x05E8;&#x05B8;&#x05E4;&#x05B8;&#x05D0;</A> Beyth Rapha'
1052	בֵּית־שְׁאָן	Beyth Sh@'an
1053	בֵּית	<A CLASS="u">&#x05E9;&#x05C1;&#x05B6;&#x05DE;&#x05B6;&#x05E9;&#x05C1;</A> Beyth Shemesh
1054	בֵּית	<A CLASS="u">&#x05EA;&#x05BC;&#x05B7;&#x05E4;&#x05BC;&#x05D5;&#x05BC;&#x05D7;&#x05B7;</A> Beth Tappuwach
1055	בִּיתָן	biythan
1056	בָּכָא	Baka'
1057	בָּכָא	baka'
1058	בָּכָה	bakah
1059	בֶּכֶה	bekeh
1060	בְּכוֹר	b@kowr
1061	בִּכּוּר	bikkuwr
1062	בְּכוֹרָה	b@kowrah
1063	בִּכּוּרָה	bikkuwrah
1064	בְּכוֹרַת	B@kowrath
1065	בְּכִי	B@kiy
1066	בֹּכִים	Bokiym
1067	בְּכִירָה	bekiyrah
1068	בְּכִית	b@kiyth
1069	בָּכַר	bakar
1070	בֶּכֶר	beker
1071	בֶּכֶר	Beker
1072	בִּכְרָה	bikrah
1073	בַּכּוּרָה	bakkurah
1074	בֹּכְרוּ	Bok@ruw
1075	בִּכְרִי	Bikriy
1076	בַּכְרִי	Bakriy
1077	בַּל	bal
1078	בֵּל	Bel
1079	בָּל	bal
1080	בְּלַא	b@la'
1081	בַּלְאֲדָן	Bal'adan
1082	בּלג	balag
1083	בִּלְגָּה	Bilgah
1084	בִּלְגַּי	Bilgay
1085	בִּלְדַּד	Bildad
1086	בָּלָה	balah
1087	בָּלֶה	baleh
1088	בָּלָה	Balah
1089	בָּלַה	balahh
1090	בִּלְהָה	Bilhah
1091	בַּלָּהָה	ballahah
1092	בִּלְהָן	Bilhan
1093	בְּלוֹ	b@low
1094	בְּלוֹא	b@low'
1095	בֵּלְטְשַׁאצַּר	Belt@sha'tstsar
1096	בֵּלְטְשַׁאְצַּר	Belt@sha'tstsar
1097	בְּלִי	b@liy
1098	בְּלִיל	b@liyl
1099	בְּלִימָה	b@liymah
1100	בְּלִיַּעַל	b@liya`al
1101	בּלל	balal
1102	בָּלַם	balam
1103	בָּלַס	balac
1104	בּלע	bala`
1105	בֶּלַע	bela`
1106	בֶּלַע	Bela`
1107	בִּלְעֲדֵי	bil`adey
1108	בַּלְעִי	Bal`iy
1109	בִּלְעָם	Bil`am
1110	בָּלַק	balaq
1111	בָּלָק	Balaq
1112	בֵּלְשַׁאצַּר	Belsha'tstsar
1113	בֵּלְשַׁאְצַּר	Belsha'tstsar
1114	בִּלְשָׁן	Bilshan
1115	בִּלְתִּי	biltiy
1116	בָּמָה	bamah
1117	בָּמָה	Bamah
1118	בִּמְהָל	Bimhal
1119	בְּמוֹ	b@mow
1120	בָּמוֹת	Bamowth
1121	בֵּן	ben
1122	בֵּן	Ben
1123	בֵּן	ben
1124	בְּנָא	b@na'
1125	בֶּן־אֲבִינָדָב	Ben-'Abiynadab
1126	בֶּן־אוֹנִי	Ben-'Owniy
1127	בֶּן־גֶּבֶר	Ben-Geber
1128	דֶּקֶר	Ben-Deqer
1129	בָּנָה	banah
1130	בֶּן־הֲדַד	Ben-Hadad
1131	בִּנּוּי	Binnuwy
1132	בֶּן־זוֹחֵת	Ben-Zowcheth
1133	בֶּן־חוּר	Ben-Chuwr
1134	בֶּן־חַיִל	Ben-Chayil
1135	בֶּן־חָנָן	Ben-Chanan
1136	בֶּן־חֶסֶד	Ben-Checed
1137	בָּנִי	Baniy
1138	בֻּנִּי	Bunniy
1139	בְּנֵי־בְרַק	B@ney-B@raq
1140	בִּנְיָה	binyah
1141	בְּנָיָה	B@nayah
1142	בְּנֵי	<A CLASS="u">&#x05D9;&#x05B7;&#x05E2;&#x05B2;&#x05E7;&#x05B8;&#x05DF;</A> B@ney Ya`aqan
1143	בֵּינַיִם	benayim
1144	בִּנְיָמִן	Binyamiyn
1145	בּן־יְמִינִי	Ben-y@miyniy
1146	בִּנְיָן	binyan
1147	בִּנְיָן	binyan
1148	בְּנִינוּ	B@niynuw
1149	בּנס	b@nac
1150	בִּנְעָא	Bin`a'
1151	בֶּן־עַמִּי	Ben-`Ammiy
1152	בְּסוֹדְיָה	B@cowd@yah
1153	בֵּסַי	B@cay
1154	גֶּפֶר	becer
1155	בֹּסֶר	bocer
1156	בְּעָא	b@`a'
1157	בַּעַד	b@`ad
1158	בָּעָה	ba`ah
1159	בָּעוּ	ba`uw
1160	בְּעוֹר	B@`owr
1161	בִּעוּת	bi`uwthiym
1162	בֹּעַז	Bo`az
1163	בָּעַט	ba`at
1164	בְעִי	b@`iy
1165	בְּעִיר	b@`iyr
1166	בּעל	ba`al
1167	בַּעַל	ba`al
1168	בַּעַל	Ba`al
1169	בְּעֵל	b@`el
1170	בַּעַל	<A CLASS="u">&#x05D1;&#x05BC;&#x05B0;&#x05E8;&#x05B4;&#x05D9;&#x05EA;</A> Ba`al B@riyth
1171	בַּעַל	<A CLASS="u">&#x05D2;&#x05BC;&#x05B8;&#x05D3;</A> Ba`al Gad
1172	בַּעֲלָה	ba`alah
1173	בַּעֲלָה	Ba`alah
1174	בַּעַל	<A CLASS="u">&#x05D4;&#x05B8;&#x05DE;&#xFB4B;&#x05DF;</A> Ba`al Hamown
1175	בְּעָלוֹת	B@`alowth
1176	בַּעַל	<A CLASS="u">&#x05D6;&#x05B0;&#x05D1;&#x05D5;&#x05BC;&#x05D1;</A> Ba`al Z@buwb
1177	בַּעַל	<A CLASS="u">&#x05D7;&#x05B8;&#x05E0;&#x05B8;&#x05DF;</A> Ba`al Chanan
1178	בַּעַל	<A CLASS="u">&#x05D7;&#x05B8;&#x05E6;&#xFB4B;&#x05E8;</A> Ba`al Chatsowr
1179	בַּעַל	<A CLASS="u">&#x05D7;&#x05B6;&#x05E8;&#x05B0;&#x05DE;&#xFB4B;&#x05DF;</A> Ba`al Chermown
1180	בַּעְלִי	Ba`aliy
1181	בַּעֲלֵי	<A CLASS="u">&#x05D1;&#x05BC;&#x05B8;&#x05DE;&#xFB4B;&#x05EA;</A> Ba`aley Bamowth
1182	בְּעֶלְיָדָע	B@`elyada`
1183	בְּעַלְיָה	B@`alyah
1184	בַּעֲלֵי	<A CLASS="u">&#x05D9;&#x05B0;&#x05D4;&#x05D5;&#x05BC;&#x05D3;&#x05B8;&#x05D4;</A> Ba`aley Y@huwdah
1185	בַּעֲלִיס	Ba`alic
1186	בַּעַל	<A CLASS="u">&#x05DE;&#x05B0;&#x05E2;&#xFB4B;&#x05DF;</A> Ba`al M@`own
1187	בַּעַל	<A CLASS="u">&#x05E4;&#x05BC;&#x05B0;&#x05E2;&#xFB4B;&#x05E8;</A> Ba`al P@`owr
1188	בַּעַל	<A CLASS="u">&#x05E4;&#x05BC;&#x05B0;&#x05E8;&#x05B8;&#x05E6;&#x05B4;&#x05D9;&#x05DD;</A> Ba`al P@`ratsiym
1189	בַּעַל	<A CLASS="u">&#x05E6;&#x05B0;&#x05E4;&#x05B9;&#x05DF;</A> Ba`al Ts@phown
1190	בַּעַל	<A CLASS="u">&#x05E9;&#x05C1;&#x05B8;&#x05DC;&#x05B4;&#x05E9;&#x05C1;&#x05B8;&#x05D4;</A> Ba`al Shalishah
1191	בַּעֲלָת	Ba`alath
1192	בַּעֲלַת	<A CLASS="u">&#x05D1;&#x05BC;&#x05B0;&#x05D0;&#x05B5;&#x05E8;</A> Ba`alath B@`er
1193	בַּעַל	<A CLASS="u">&#x05EA;&#x05BC;&#x05B8;&#x05DE;&#x05B8;&#x05E8;</A> Ba`al Tamar
1194	בְּעֹן	B@`on
1195	בַּעֲנָה	Ba`ana'
1196	בַּעֲנָה	Ba`anah
1197	בָּעַר	ba`ar
1198	בַּעַר	ba`ar
1199	בַּעֲרָא	Ba`ara'
1200	בְּעֵרָה	b@`erah
1201	בַּעְשָׁא	Ba`sha'
1202	בַּעֲשֵׂיָה	Ba`aseyah
1203	בְּעֶשְׁתְּרָה	B@`esht@rah
1204	בָּעַת	ba`ath
1205	בְּעָתָה	b@`athah
1206	בֹּץ	bots
1207	בִּצָּה	bitstsah
1208	בָּצִיר	batsowr'
1209	בֵּצָי	Betsay
1210	בָּצִיר	batsiyr
1211	בָּצָל	b@tsel
1212	בְּצַלְאֵל	B@tsal'el
1213	בַּצְלוּת	Batsluwth
1214	בָּצַע	batsa`
1215	בֶּצַע	betsa`
1216	בָּצֵק	batseq
1217	בָּצֵק	batseq
1218	בָּצְקַת	Botsqath
1219	בָּצַר	batsar
1220	בֶּצֶר	betser
1221	בֶּצֶר	Betser
1222	בְצַר	b@tsar
1223	בָּצְרָה	botsrah
1224	בָּצְרָה	Botsrah
1225	בִּצָּרוֹן	bitstsarown
1226	בַּצֹּרֶת	batstsoreth
1227	בַּקְבּוּק	Baqbuwq
1228	בַקְבֻּק	baqbuk
1229	בַּקְבֻּקְיָה	Baqbukyah
1230	בַּקְבַּקַּר	Baqbaqqar
1231	בֻּקִּי	Buqqiy
1232	בֻּקִּיָּהוּ	Buqqiyah
1233	בְּקִיעַ	b@qiya`
1234	בּקע	baqa`
1235	בֶּקַע	beqa`
1236	בִּקְעָה	biq`a'
1237	בִּקְעָה	biq`ah
1238	בָּקַק	baqaq
1239	בָּקַר	baqar
1240	בְּקַר	b@qar
1241	בָּקָר	baqar
